Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
201800048789;4;;;;2;2;0;0;0;1;1;;;1;0;3;0
201800048790;1;630;;;1;1;23;27;0;1;2;30;35;2;3;3;99
201800048791;1;630;;;3;6;32;0;0;1;1;;;1;0;1;0
201800048792;1;630;;;3;6;26;836;0;1;1;;;1;0;3;0
201800048793;1;10;;;1;2;526;727;0;2;2;;;1;3;3;0
201800048794;1;630;;;3;6;31;437;0;1;1;;;2;0;1;0
201800048795;1;630;;;3;6;4;591;0;2;1;;;1;2;1;0
201800048796;1;10;;;3;6;541;799;0;1;1;;;1;0;1;0
201800048797;1;10;;;3;6;531;200;0;1;1;;;2;0;3;0
201800048798;1;62;;;3;4;3;0;0;1;1;;;2;0;3;0
201800048799;1;10;;;3;6;541;700;0;1;1;;;2;0;1;0
201800048800;1;10;;;3;6;534;809;0;1;3;;;2;0;3;0
201800048801;1;630;;;3;6;3;450;0;2;1;;;2;2;1;0
201800048802;1;10;;;3;6;533;200;0;2;1;;;2;0;3;0
201800048803;2;230;;;1;2;44;105;0;2;3;;;2;3;3;0
201800048804;1;10;;;3;6;527;500;0;2;2;;;2;3;3;0
201800048805;2;230;;;3;6;39;709;0;1;2;;;2;3;1;0
201800048806;1;630;;;3;4;12;131;0;1;1;;;2;0;1;0
201800048807;1;630;;;3;6;18;928;0;1;1;;;1;3;3;0
201800048808;1;630;;;3;4;10;100;0;1;3;;;1;0;1;0
201800048809;1;630;;;3;6;21;299;0;1;1;;;1;0;1;0
201800048810;2;230;;;3;6;39;900;0;1;1;;;1;0;1;0
201800048811;4;631;;;3;6;0;699;0;1;1;;;2;3;3;0
201800048812;1;10;;;3;7;542;200;0;1;1;;;1;0;1;0
201800048813;1;63;;;3;4;8;149;0;1;1;;;2;0;1;0
201800048814;2;230;;;1;2;44;400;0;2;2;;;1;3;1;0
201800048815;1;630;;;3;6;28;438;0;1;1;;;1;0;1;0
201800048816;1;630;;;3;4;9;114;0;1;1;;;1;0;1;0
201800048817;2;230;;;1;2;44;95;0;1;3;;;2;3;3;0
201800048818;1;630;;;3;4;16;839;0;1;1;;;1;3;3;0
201800048819;1;10;;;3;6;538;99;0;1;1;;;1;0;1;0
201800048820;1;10;;;3;6;540;775;0;1;1;;;1;0;3;0
201800048821;1;10;;;3;10;542;807;0;1;1;;;1;3;1;99
201800048822;1;630;;;3;6;31;103;0;1;1;;;1;0;1;0
201800048823;1;10;;;3;6;533;599;0;2;1;;;4;0;1;0
201800048824;1;630;;;3;6;4;99;0;2;1;;;2;2;1;0
201800048825;1;630;;;3;4;11;0;0;1;1;;;1;0;3;0
201800048826;1;10;;;3;6;539;500;0;1;1;;;1;0;1;99
201800048827;1;63;;;3;6;0;449;0;1;1;;;1;0;1;0
201800048828;1;630;;;3;4;11;300;0;1;1;;;1;0;3;0
201800048829;1;630;;;3;10;30;282;0;1;1;;;1;3;3;0
201800048830;1;630;;;3;6;4;300;0;4;1;;;1;2;1;0
201800048831;1;630;;;3;6;26;600;0;1;1;;;1;0;1;0
201800048832;1;630;;;3;4;7;40;0;1;1;;;1;0;1;0
201800048833;2;230;;;3;6;42;99;0;1;1;;;1;0;1;0
201800048834;2;230;;;3;6;34;889;0;1;1;;;1;2;3;0
201800048835;1;62;;;3;4;4;400;0;1;1;;;2;0;1;0
201800048836;1;630;;;3;6;1;789;0;1;1;;;1;0;1;0
201800048837;1;630;;;3;6;33;200;0;1;3;;;1;3;1;0
201800048838;1;630;;;3;4;8;250;0;1;1;;;1;0;1;0
201800048839;1;10;;;3;7;527;230;0;2;2;;;2;3;1;0
201800048840;1;10;;;3;6;538;299;0;1;1;;;1;0;3;0
201800048841;1;630;;;3;4;15;734;0;1;1;;;1;0;1;0
201800048842;1;10;;;3;8;539;800;0;1;3;;;1;3;1;0
201800048843;1;630;;;3;6;12;772;0;1;1;;;2;0;1;0
201800048844;2;230;;;3;6;40;381;0;1;1;;;1;0;1;0
201800048845;1;63;;;3;4;4;126;0;1;1;;;2;0;3;0
201800048846;1;630;;;3;4;12;791;0;1;1;;;1;0;1;0
201800048847;2;230;;;3;6;40;83;0;1;1;;;1;0;1;0
201800048848;1;630;;;3;6;1;799;0;1;3;;;1;0;3;0
201800048849;1;10;;;3;6;533;0;0;1;1;;;2;0;1;0
201800048850;1;10;;;3;6;535;500;0;1;1;;;1;0;3;0
201800048851;1;630;;;3;6;34;320;0;1;1;;;1;2;1;0
201800048852;1;10;;;1;2;540;0;0;1;3;;;1;3;1;0
201800048853;2;230;;;3;6;42;400;0;1;1;;;2;0;1;0
201800048854;1;631;;;1;1;0;440;0;2;3;;;1;3;;99
201800048855;1;630;;;3;4;12;149;0;1;1;;;1;0;1;0
201800048856;1;62;;;3;4;4;0;0;1;1;;;1;0;3;0
201800048857;1;630;;;3;6;20;489;0;1;1;;;1;0;3;0
201800048858;1;10;;;3;6;542;100;0;1;1;;;2;0;1;0
201800048859;1;63;;;3;4;11;327;0;1;1;;;2;0;3;0
201800048860;1;10;;;3;5;527;100;0;2;2;;;2;3;1;0
201800048861;1;10;;;3;6;542;150;0;1;1;;;1;3;1;0
201800048862;1;630;;;3;4;12;620;0;1;1;;;1;0;1;0
201800048863;1;630;;;3;6;4;0;0;2;1;;;1;2;1;0
201800048864;1;10;;;3;6;534;705;0;2;1;;;1;2;1;0
201800048865;1;63;;;3;4;3;299;0;1;1;;;1;0;1;0
201800048866;1;630;;;3;4;12;1023;0;1;1;;;1;0;1;0
201800048867;1;630;;;3;6;5;172;0;1;1;;;2;0;1;0
201800048868;1;630;;;3;4;9;125;0;1;1;;;2;3;1;0
201800048869;1;62;;;1;1;9;887;0;1;3;;;2;3;3;0
201800048870;1;63;;;3;4;10;50;0;1;1;;;2;0;1;0
201800048871;2;230;;;0;6;38;812;0;2;1;;;1;2;1;0
201800048872;1;63;;;3;4;4;828;0;1;1;;;1;0;2;0
201800048873;1;63;;;3;4;4;800;0;1;1;;;1;0;1;0
201800048874;1;10;;;3;6;537;800;0;1;1;;;1;0;1;0
201800048875;1;630;;;3;6;3;710;0;3;1;;;2;2;1;0
201800048876;1;62;;;3;4;7;200;0;1;1;;;1;0;1;0
201800048877;1;62;;;3;4;10;700;0;1;1;;;1;0;1;0
201800048878;1;630;;;3;4;12;0;0;1;1;;;1;0;1;0
201800048879;1;630;;;3;6;32;909;0;1;1;;;1;3;1;0
201800048880;1;630;;;3;4;10;600;0;1;1;;;1;0;1;0
201800048881;1;63;;;3;4;6;70;0;1;1;;;1;0;3;0
201800048882;1;630;;;3;4;11;170;0;1;1;;;1;0;1;0
201800048883;1;10;;;3;6;533;500;0;2;1;;;1;2;1;0
201800048884;1;63;;;3;6;4;599;0;1;1;;;1;0;1;0
201800048885;2;230;;;3;6;34;570;0;1;1;;;1;2;1;0
201800048886;1;630;;;1;1;4;811;0;1;1;;;2;3;3;0
201800048887;2;230;;;3;6;41;800;0;1;1;;;2;0;1;0
201800048888;1;62;;;1;2;0;469;0;1;2;;;2;3;1;0
201800048889;2;230;;;1;2;44;226;0;2;3;;;2;3;1;0
201800048890;1;63;;;3;6;1;0;0;1;1;;;1;0;1;0
201800048891;2;230;;;3;6;40;159;0;1;1;;;1;0;1;0
201800048892;1;630;;;3;6;30;52;0;1;1;;;1;;1;0
201800048893;1;63;;;3;4;4;34;0;1;1;;;1;0;1;0
201800048894;1;62;;;3;4;6;144;0;1;1;;;2;0;1;0
201800048895;1;10;;;3;6;529;600;0;1;1;;;1;0;1;0
201800048896;1;10;;;3;8;539;450;0;1;1;;;1;0;1;0
201800048897;1;630;;;3;6;29;229;0;1;1;;;1;0;1;0
201800048898;1;630;;;3;3;4;794;0;4;3;;;1;3;1;0
201800048899;1;10;;;3;6;542;300;0;1;1;;;1;0;1;0
201800048900;2;230;;;3;6;39;500;0;1;2;;;1;3;1;0
201800048901;1;630;;;3;6;33;544;0;1;1;;;1;0;1;0
201800048902;1;630;;;3;6;27;406;0;1;1;;;1;0;1;0
201800048903;1;630;;;3;6;32;850;0;1;1;;;1;0;1;0
201800048904;1;10;;;3;6;537;300;0;1;1;;;1;0;1;0
201800048905;1;10;;;3;6;542;200;0;1;1;;;2;0;1;0
201800048906;1;630;;;3;6;33;25;0;1;1;;;2;0;1;0
201800048907;1;10;;;3;6;534;493;0;1;1;;;2;2;1;0
201800048908;1;630;;;3;6;16;400;0;1;1;;;1;0;1;0
201800048909;1;630;;;3;4;10;710;0;1;1;;;1;0;1;0
201800048910;2;230;;;3;6;41;100;0;1;1;;;1;0;1;0
201800048911;1;63;;;3;4;10;300;0;1;1;;;1;0;3;0
201800048912;1;630;;;3;8;30;336;0;1;1;;;1;3;1;0
201800048913;2;230;;;3;6;40;613;0;1;1;;;1;0;1;0
201800048914;1;630;;;3;4;5;177;0;1;1;;;1;3;1;0
201800048915;1;10;;;3;6;541;300;0;1;1;;;1;0;1;0
201800048916;1;63;;;3;8;0;500;0;1;2;;;1;2;1;0
201800048917;1;630;;;3;6;24;335;0;1;1;;;1;3;1;0
201800048918;1;63;;;3;4;5;700;0;1;1;;;1;0;1;0
201800048919;1;630;;;3;6;29;832;0;1;1;;;1;0;1;0
201800048920;1;630;;;3;6;33;1142;0;1;1;;;1;0;1;0
201800048921;1;63;;;3;6;0;700;0;1;1;;;1;0;1;0
201800048922;1;10;;;3;6;531;650;0;1;1;;;1;2;1;0
201800048923;1;62;;;3;4;3;0;0;1;1;;;2;0;1;0
201800048924;1;630;;;3;4;7;900;0;1;1;;;1;0;1;0
201800048925;1;62;;;3;4;1;600;0;1;1;;;1;0;1;0
201800048926;1;630;;;3;6;27;267;0;1;1;;;1;0;1;0
201800048927;1;63;;;3;4;2;546;0;1;1;;;1;0;1;0
201800048928;1;630;;;3;6;15;760;0;1;3;;;1;3;1;0
201800048929;1;62;;;3;4;0;540;0;1;1;;;1;0;1;0
201800048930;2;230;;;3;6;35;590;0;4;3;;;1;0;1;0
201800048931;1;630;;;3;4;8;260;0;1;1;;;1;0;1;0
201800048932;1;630;;;3;6;4;469;0;1;1;;;1;0;1;0
201800048933;1;630;;;3;6;31;530;0;1;1;;;1;0;1;0
201800048934;1;62;;;3;4;5;130;0;1;1;;;1;0;1;0
201800048935;1;630;;;3;6;25;821;0;1;3;;;2;3;1;0
201800048936;1;630;;;3;8;25;375;0;1;1;;;1;3;1;0
201800048937;1;630;;;3;4;10;300;0;1;3;;;1;3;1;0
201800048938;1;10;;;3;6;536;500;0;1;1;;;1;0;1;0
201800048939;1;630;;;3;4;14;0;0;1;1;;;1;3;1;0
201800048940;1;10;;;3;6;532;900;0;4;2;;;2;0;1;0
201800048941;1;630;;;3;6;15;205;0;1;1;;;1;0;3;0
201800048942;1;10;;;3;6;533;450;0;2;1;;;1;2;3;0
201800048943;1;10;;;3;0;529;700;0;1;1;;;1;3;1;0
201800048944;1;630;;;3;6;17;290;0;1;1;;;1;0;1;0
201800048945;2;230;;;3;6;42;150;0;1;1;;;1;0;1;0
201800048946;1;630;;;3;4;10;0;0;2;3;;;1;0;1;0
201800048947;2;230;;;3;6;42;600;0;1;1;;;1;0;1;0
201800048948;1;10;;;3;6;535;600;0;1;1;;;1;0;1;0
201800048949;1;63;;;3;4;5;349;0;1;1;;;1;0;3;0
201800048950;1;10;;;3;6;537;70;0;1;1;;;1;0;1;0
201800048951;1;630;;;1;1;1;216;0;1;3;;;1;3;1;0
201800048952;1;10;;;3;6;535;500;0;1;1;;;1;0;1;0
201800048953;2;230;;;1;1;43;90;0;1;1;;;1;3;1;0
201800048954;1;10;;;3;8;542;500;0;1;1;;;1;0;1;0
201800048955;1;10;;;3;6;531;550;0;1;1;;;1;0;1;0
201800048956;1;62;;;3;4;1;570;0;1;1;;;1;0;3;0
201800048957;1;63;;;3;6;1;554;0;1;1;;;1;3;1;0
201800048958;1;10;;;3;6;542;300;0;1;1;;;1;0;1;99
201800048959;1;63;;;3;4;1;564;0;1;1;;;1;0;1;0
201800048960;1;630;;;3;4;6;500;0;1;1;;;1;0;1;99
201800048961;1;10;;;3;6;538;300;0;1;1;;;1;0;1;99
201800048962;1;63;;;3;4;3;99;0;1;1;;;1;0;1;0
201800048963;1;630;;;3;4;7;300;0;1;1;;;1;0;1;0
201800048964;1;630;;;3;4;9;418;0;1;1;;;1;0;1;0
201800048965;1;630;;;3;6;31;347;0;1;1;;;1;0;1;0
201800048966;1;10;;;3;6;533;300;0;4;1;;;1;0;1;0
201800048967;1;10;;;3;7;542;299;0;1;1;;;1;;1;99
201800048968;1;630;;;3;6;33;625;0;1;1;;;1;0;3;0
201800048969;1;630;;;3;4;15;20;0;1;1;;;1;0;1;99
201800048970;1;10;;;3;7;542;135;0;1;1;;;1;0;1;0
201800048971;1;630;;;3;4;15;658;0;1;1;;;1;0;1;0
201800048972;1;63;;;3;0;4;0;0;1;1;;;1;0;1;0
201800048973;2;230;;;1;1;39;660;0;1;3;;;1;3;1;0
201800048974;1;10;;;3;7;542;299;0;1;1;;;1;0;1;0
201800048975;1;63;;;3;4;8;29;0;1;1;;;1;0;1;0
201800048976;1;630;;;1;2;0;500;0;2;2;;;1;3;3;0
201800048977;1;630;;;3;6;14;0;0;1;1;;;1;0;1;0
201800048978;1;631;;;3;3;0;563;0;1;3;;;1;3;3;0
201800048979;2;230;;;3;6;42;700;0;1;1;;;1;3;1;0
201800048980;1;62;;;3;6;0;927;0;1;1;;;1;0;1;0
201800048981;2;230;;;3;6;41;250;0;1;1;;;1;0;1;0
201800048982;2;230;;;3;6;43;235;0;1;1;;;1;0;1;0
201800048983;1;10;;;3;3;539;50;0;1;1;;;1;3;1;0
201800048984;1;630;;;3;6;17;110;0;1;1;;;1;0;1;0
201800048985;1;630;;;3;6;29;100;0;1;1;;;1;0;1;0
201800048986;1;63;;;3;4;6;530;0;1;1;;;1;0;1;0
201800048987;1;62;;;3;4;3;200;0;1;1;;;1;0;1;0
201800048988;2;230;;;3;6;34;830;0;1;1;;;1;2;1;0
201800048989;1;62;;;3;1;0;400;0;1;3;;;1;3;3;0
201800048990;1;63;;;3;4;4;453;0;1;1;;;2;0;1;0
201800048991;1;630;;;3;4;13;29;0;1;1;;;1;0;1;0
201800048992;1;63;;;3;4;5;0;0;1;1;;;1;0;1;0
201800048993;2;230;;;3;6;41;500;0;1;1;;;1;0;1;0
201800048994;2;230;;;3;6;34;500;0;1;1;;;1;2;1;0
201800048995;2;230;;;3;6;36;155;0;1;1;;;1;0;1;0
201800048996;1;630;;;3;6;27;580;0;1;1;;;1;0;3;0
201800048997;1;10;;;3;6;540;200;0;1;1;;;1;0;1;0
201800048998;1;10;;;3;6;542;549;0;1;1;;;1;0;1;0
201800048999;2;230;;;3;6;35;209;0;1;1;;;1;0;1;0
201800049000;1;630;;;3;6;27;379;0;1;1;;;1;0;3;0
201800049001;1;630;;;3;6;32;0;0;1;1;;;1;0;1;0
201800049002;1;630;;;3;6;32;677;0;1;1;;;1;0;1;0
201800049003;1;630;;;3;6;17;701;0;1;1;;;2;0;1;0
201800049004;1;630;;;3;4;12;135;0;1;1;;;2;0;1;0
201800049005;1;62;;;3;4;12;0;0;1;1;;;1;0;3;0
201800049006;1;10;;;3;6;542;200;0;1;1;;;1;0;1;0
201800049007;1;630;;;3;4;10;100;0;1;1;;;1;3;1;0
201800049008;1;630;;;3;6;16;750;0;1;1;;;1;0;1;0
201800049009;1;630;;;3;6;29;799;0;1;1;;;1;0;1;0
201800049010;1;630;;;3;4;9;0;0;1;1;;;1;0;1;0
201800049011;2;230;;;3;6;40;119;0;1;1;;;1;0;1;0
201800049012;1;62;;;3;4;13;399;0;1;1;;;1;0;1;0
201800049013;1;62;;;3;4;4;99;0;1;1;;;1;0;1;0
201800049014;1;630;;;3;4;7;300;0;1;1;;;1;0;1;0
201800049015;2;230;;;3;6;34;900;0;1;1;;;1;2;1;0
201800049016;1;10;;;3;6;540;0;0;1;2;;;1;0;1;0
201800049017;2;230;;;3;6;36;850;0;4;3;;;1;0;1;0
201800049018;1;630;;;3;6;25;299;0;1;1;;;1;3;1;0
201800049019;1;630;;;3;6;16;560;0;1;1;;;1;0;1;0
201800049020;1;630;;;3;4;16;300;0;1;1;;;1;0;1;0
201800049021;1;630;;;3;8;4;718;0;1;1;;;1;;1;0
201800049022;1;630;;;3;6;33;0;0;4;3;;;2;0;1;0
201800049023;1;63;;;3;4;3;390;0;1;1;;;1;0;1;0
201800049024;1;630;;;3;6;25;140;0;1;1;;;1;0;1;0
201800049025;1;10;;;3;6;537;500;0;1;1;;;1;0;1;0
201800049026;1;63;;;3;7;0;750;0;1;1;;;1;0;1;0
201800049027;1;62;;;3;4;3;0;0;1;1;;;1;0;1;0
201800049028;1;10;;;3;6;542;99;0;1;1;;;1;0;1;0
201800049029;1;630;;;3;6;3;779;0;2;1;;;1;2;1;0
201800049030;1;631;;;3;2;0;240;0;1;1;;;1;3;3;0
201800049031;2;230;;;3;6;36;898;0;1;1;;;1;0;1;0
201800049032;2;230;;;3;6;39;548;0;3;3;;;1;0;1;0
201800049033;1;10;;;3;6;539;210;0;1;1;;;1;0;1;0
201800049034;1;630;;;3;6;5;199;0;1;1;;;1;0;1;0
201800049035;1;63;;;3;4;5;50;0;1;1;;;1;0;3;0
201800049036;1;630;;;1;1;13;545;0;1;3;;;2;3;3;0
201800049037;1;630;;;3;6;29;149;0;1;1;;;1;0;1;0
201800049038;2;230;;;1;1;35;200;0;1;3;;;2;3;3;0
201800049039;2;230;;;3;6;43;500;0;1;1;;;1;0;1;0
201800049040;1;630;;;3;6;2;799;0;3;2;;;1;2;1;0
201800049041;1;62;;;3;4;10;989;0;1;1;;;1;0;3;0
201800049042;2;230;;;3;8;40;680;0;1;1;;;1;3;1;0
201800049043;1;62;;;3;4;10;100;0;1;1;;;1;0;1;0
201800049044;1;10;;;3;6;537;400;0;1;1;;;2;3;1;0
201800049045;1;630;;;3;4;9;562;0;1;3;;;2;0;1;0
201800049046;2;230;;;3;8;40;490;0;1;1;;;1;3;1;0
201800049047;1;62;;;3;4;5;0;0;1;1;;;1;0;1;0
201800049048;1;630;;;3;6;25;500;0;1;1;;;1;0;1;0
201800049049;1;630;;;3;4;5;0;0;1;1;;;1;0;1;0
201800049050;1;630;;;3;4;12;991;0;1;1;;;2;3;1;0
201800049051;2;230;;;3;6;34;160;0;1;1;;;1;;1;0
201800049052;1;62;;;3;4;5;0;0;1;1;;;2;0;1;0
201800049053;1;630;;;3;6;33;195;0;3;1;;;2;3;1;0
201800049054;1;630;;;3;6;25;655;0;1;1;;;2;0;1;0
201800049055;1;630;;;3;4;13;449;0;1;1;;;1;0;1;0
201800049056;1;63;;;3;4;6;300;0;1;1;;;1;0;1;0
201800049057;1;10;;;3;6;536;299;0;1;1;;;1;0;1;0
201800049058;1;630;;;3;6;33;277;0;1;1;;;1;0;1;0
201800049059;2;230;;;3;6;42;467;0;1;1;;;1;0;0;0
201800049060;2;230;;;3;6;40;0;0;1;1;;;1;0;1;0
201800049061;1;630;;;3;6;4;420;0;1;1;;;1;0;1;0
201800049062;1;10;;;3;6;529;0;0;1;1;;;1;0;1;0
201800049063;1;630;;;3;6;31;1300;0;1;1;;;1;0;3;0
201800049064;1;630;;;3;4;12;772;0;1;1;;;2;0;1;0
201800049065;2;230;;;3;8;43;400;0;1;1;;;2;0;1;0
201800049066;1;630;;;3;6;4;480;0;2;1;;;8;2;1;0
201800049067;1;630;;;3;8;25;700;0;1;1;;;1;0;1;0
201800049068;2;230;;;3;6;41;272;0;1;1;;;1;0;1;0
201800049069;1;63;;;3;4;9;678;0;1;1;;;1;0;1;0
201800049070;1;630;;;3;6;15;500;0;1;1;;;1;0;1;0
201800049071;1;63;;;3;6;1;0;0;1;1;;;1;0;1;0
201800049072;1;630;;;3;6;25;15;0;1;1;;;1;0;3;0
201800049073;1;62;;;3;4;8;0;0;1;1;;;2;0;1;0
201800049074;1;62;;;3;4;3;49;0;1;1;;;1;0;3;0
201800049075;1;10;;;3;6;532;99;0;1;1;;;2;0;3;0
201800049076;1;630;;;3;6;1;500;0;1;1;;;2;3;1;0
201800049077;1;630;;;3;6;4;370;0;4;1;;;2;2;1;0
201800049078;2;230;;;3;6;42;200;0;1;1;;;2;0;1;0
201800049079;2;230;;;3;6;40;0;0;1;1;;;1;0;1;0
201800049080;2;230;;;1;2;44;400;0;2;2;;;1;3;3;0
201800049081;1;630;;;1;2;30;280;0;3;1;;;2;0;1;0
201800049082;1;630;;;3;6;4;400;0;1;1;;;1;0;1;0
201800049083;1;630;;;3;4;8;500;0;1;1;;;1;0;1;0
201800049084;1;630;;;3;6;4;19;0;3;1;;;1;2;1;0
201800049085;1;63;;;3;4;5;800;0;1;1;;;1;0;1;0
201800049086;1;630;;;3;4;10;782;0;1;1;;;1;0;1;0
201800049087;1;630;;;3;6;30;20;0;1;1;;;1;0;1;0
201800049088;1;630;;;3;4;7;400;0;1;1;;;1;0;1;0
201800049089;1;10;;;3;6;541;500;0;1;1;;;1;0;1;0
201800049090;1;630;;;3;6;31;290;0;1;1;;;1;0;1;0
201800049091;1;630;;;3;6;32;792;0;1;1;;;1;0;1;0
201800049092;1;630;;;3;6;15;600;0;1;1;;;1;0;1;0
201800049093;2;230;;;3;6;41;500;0;1;1;;;1;0;1;0
201800049094;1;62;;;3;4;1;500;0;1;1;;;2;0;3;0
201800049095;1;63;;;3;4;4;527;0;1;1;;;1;0;1;0
201800049096;1;10;;;3;6;535;200;0;1;1;;;1;0;1;0
201800049097;1;10;;;3;6;528;700;0;1;1;;;1;0;1;0
201800049098;2;230;;;3;6;43;307;0;1;1;;;1;0;1;0
201800049099;1;630;;;3;6;17;149;0;1;1;;;2;0;1;0
201800049100;1;62;;;1;2;0;123;0;1;3;;;2;3;3;0
201800049101;2;230;;;3;6;43;549;0;1;1;;;2;0;3;0
201800049102;1;10;;;3;6;538;500;0;1;1;;;2;0;1;0
201800049103;2;230;;;3;6;44;0;0;1;1;;;2;0;1;0
201800049104;2;230;;;3;6;44;0;0;1;1;;;1;0;1;0
201800049105;1;630;;;3;8;30;437;0;1;1;;;1;3;1;0
201800049106;1;630;;;3;4;20;818;0;1;1;;;1;0;1;0
201800049107;1;630;;;3;4;9;699;0;1;3;;;2;0;1;0
201800049108;1;630;;;3;6;29;129;0;1;1;;;1;3;1;0
201800049109;1;630;;;3;6;15;55;0;1;1;;;2;0;1;0
201800049110;1;630;;;3;6;19;655;0;2;2;;;2;0;3;0
201800049111;2;230;;;3;2;44;470;0;2;2;;;2;3;3;0
201800049112;1;630;;;3;6;26;620;0;1;1;;;1;0;1;0
201800049113;1;10;;;3;6;538;200;0;1;1;;;1;0;1;0
201800049114;1;35;;;0;4;303;850;0;1;1;;;1;0;3;0
201800049115;2;2350;;;1;2;0;1;0;2;2;;;2;3;3;0
201800049116;1;351;;;3;3;3;650;0;1;1;;;1;0;3;0
201800049117;1;4;;;3;3;6;800;0;1;1;;;1;0;3;0
201800049118;1;4;;;3;3;4;750;0;1;1;;;1;0;3;0
201800049119;1;35;;;3;4;308;399;0;1;1;;;1;3;1;0
201800049120;1;351;;;3;2;2;500;0;1;1;;;1;0;3;0
201800049121;1;35;;;3;3;310;350;0;1;1;;;1;3;1;0
201800049122;1;351;;;3;6;309;299;0;1;1;;;1;0;3;0
201800049123;1;35;;;1;3;302;600;0;1;1;;;1;0;3;0
201800049124;1;35;;;3;3;304;700;0;1;1;;;1;0;3;0
201800049125;9;35;;;1;2;0;1;0;1;3;;;1;0;3;0
201800049126;1;35;;;1;3;302;0;0;1;3;;;1;0;3;0
201800049127;9;;;;1;1;0;1;0;2;3;;;1;0;3;0
201800049128;3;108;;;3;2;38;900;0;1;1;;;2;5;1;0
201800049129;1;4;;;1;3;0;1;0;1;1;;;1;0;3;0
201800049130;1;351;;;3;2;3;319;0;1;1;;;1;0;3;0
201800049131;2;353;;;3;2;6;0;0;1;1;;;1;0;3;0
201800049132;1;4;;;3;3;3;599;0;1;1;;;1;0;3;0
201800049133;1;35;;;3;3;308;0;0;1;1;;;1;0;3;0
201800049134;1;35;;;1;3;305;899;0;1;1;;;1;0;3;0
201800049135;1;35;;;3;2;309;750;0;1;1;;;1;0;3;0
201800049136;3;108;;;3;3;39;0;0;1;1;;;1;5;3;0
201800049137;9;35;;;1;1;0;1;0;2;3;;;1;3;3;0
201800049138;1;35;;;3;3;305;100;0;1;1;;;1;0;3;0
201800049139;1;351;;;1;3;0;649;0;1;1;;;1;0;3;0
201800049140;3;108;;;3;2;39;0;0;1;1;;;1;0;3;0
201800049141;1;35;;;1;4;303;100;0;2;1;;;1;0;3;0
201800049142;1;35;;;1;4;302;899;0;1;1;;;1;3;1;0
201800049143;1;35;;;3;3;306;700;0;1;1;;;2;0;3;0
201800049144;9;;;;2;2;0;100;0;1;1;;;1;0;3;0
201800049145;9;;;;1;1;0;1;0;2;3;;;1;0;3;0
201800049146;1;35;;;1;2;311;0;0;1;2;;;1;0;3;0
201800049147;9;;;;1;1;0;1;0;3;3;;;1;3;3;0
201800049148;1;351;;;3;1;4;99;0;2;3;;;1;3;3;0
201800049149;1;35;;;3;3;308;500;0;2;1;;;1;0;1;0
201800049150;1;4;;;3;3;5;99;0;1;1;;;1;0;3;0
201800049151;2;83;;;3;2;41;599;0;1;1;;;1;0;3;0
201800049152;2;83;;;1;2;41;799;0;1;1;;;1;3;3;0
201800049153;1;35;;;3;3;304;600;0;1;1;;;1;0;3;0
201800049154;1;4;;;3;3;6;800;0;1;1;;;1;0;3;0
201800049155;1;35;;;3;3;309;0;0;1;1;;;1;0;3;0
201800049156;1;35;;;3;4;303;299;0;1;1;;;1;0;3;0
201800049157;1;4;;;3;3;2;0;0;1;1;;;1;0;3;0
201800049158;1;35;;;1;3;304;739;0;1;1;;;1;0;3;0
201800049159;3;108;;;3;2;39;200;0;1;1;;;1;0;3;0
201800049160;3;108;;;3;2;38;900;0;1;1;;;1;5;1;0
201800049161;1;35;;;1;3;306;500;0;1;1;;;1;0;3;0
201800049162;1;35;;;1;1;;;0;4;3;;;1;2;3;0
201800049163;1;35;;;1;2;314;899;0;1;1;;;1;0;3;0
201800049164;1;35;;;3;3;309;299;0;1;1;;;1;0;3;0
201800049165;1;35;;;0;2;301;179;0;1;1;;;1;0;3;0
201800049166;2;83;;;3;2;41;599;0;1;1;;;1;0;1;0
201800049167;1;35;;;3;4;303;200;0;1;1;;;1;3;3;0
201800049168;1;4;;;3;3;2;349;0;1;1;;;1;0;3;0
201800049169;3;108;;;3;3;39;0;0;1;1;;;1;5;3;0
201800049170;1;35;;;3;3;309;299;0;1;1;;;1;0;3;0
201800049171;1;35;;;3;3;309;329;0;1;3;;;2;0;3;0
201800049172;1;4;;;1;2;1;49;0;1;1;;;1;0;3;0
201800049173;3;468;;;2;4;0;1;0;1;1;;;1;0;3;0
201800049174;1;4;;;0;3;5;599;0;1;1;;;1;0;3;0
201800049175;1;35;;;1;1;;;0;3;3;;;2;3;3;0
201800049176;2;4;;N;3;3;45;299;0;1;1;;;1;0;3;0
201800049177;1;4;;;3;3;5;480;0;1;1;;;1;0;3;0
201800049178;1;35;;;3;3;307;0;0;1;1;;;2;0;3;0
201800049179;1;4;;;1;3;2;700;0;1;1;;;2;0;3;0
201800049180;1;35;;;3;4;304;377;0;1;1;;;1;0;3;0
201800049181;1;35;;;1;1;302;299;0;2;3;;;2;3;3;0
201800049182;2;4;;;3;3;45;49;0;1;1;;;7;2;3;0
201800049183;2;353;;;3;2;4;933;0;1;1;;;1;0;3;0
201800049184;1;35;;;3;2;312;679;0;1;1;;;2;0;3;0
201800049185;1;35;;;3;4;301;600;0;1;1;;;1;0;3;0
201800049186;2;83;;;3;3;41;380;0;1;1;;;1;0;3;0
